# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA
1017	*nefōd	Neffe	German	279	n ɛ f ə	nɛfə
1018	*nefōd	neef	Dutch	279	n eː f	neːf
#
1570	*nemanan	*nemanan	Proto-Germanic	431	n e m a n	nemanan
1571	*nemanan	nehmen	German	431	n eː m ə n	neːmən
1572	*nemanan	nemen	Dutch	431	n eː m ə	neːmə
#
297	*neurōn	*neurōn	Proto-Germanic	83	n eu r oː n	neuroːn
298	*neurōn	Niere	German	83	n iː r ə	niːrə
299	*neurōn	nier	Dutch	83	n iː r	niːr
#
323	*newun	*newun	Proto-Germanic	90	n e w u n	newun
324	*newun	neun	German	90	n ɔy n	nɔyn
325	*newun	nine	English	90	n aɪ n	naɪn
326	*newun	negen	Dutch	90	n eː ɣ ə	neːɣə
#
13	*nikwiz	*nikwiz	Proto-Germanic	4	n i k w	nikwiz
14	*nikwiz	Nix	German	4	n ɪ k s	nɪks
15	*nikwiz	nikker	Dutch	4	n ɪ k ə r	nɪkər
#
315	*nistan	*nistan	Proto-Germanic	88	n i s t	nistan
316	*nistan	Nest	German	88	n ɛ s t	nɛst
317	*nistan	nest	English	88	n ɛ s t	nɛst
318	*nistan	nest	Dutch	88	n ɛ s t	nɛst
#
123	*nēθlō	*nēθlō	Proto-Germanic	35	n eː θ l oː	neːθloː
124	*nēθlō	Nadel	German	35	n aː d ə l	naːdəl
125	*nēθlō	needle	English	35	n iː d ḷ	niːdḷ
126	*nēθlō	naald	Dutch	35	n aː l t	naːlt
#
1610	*pleganan	*pleganan	Proto-Germanic	442	p l e g a n	pleganan
1611	*pleganan	pflegen	German	442	p͡f l eː ɡ ə n	p͡fleːɡən
1612	*pleganan	plegen	Dutch	442	p l eː ɣ ə	pleːɣə
#
1303	*raipan	*raipan	Proto-Germanic	358	r ai p	raipan
1304	*raipan	Reif	German	358	r ai f	raif
1305	*raipan	rope	English	358	r əʊ p	rəʊp
1306	*raipan	rijp	Dutch	358	r ɛɪ p	rɛɪp
#
284	*raisō	*raisō	Proto-Germanic	79	r ai s oː	raisoː
285	*raisō	Reise	German	79	r ai z ə	raizə
286	*raisō	reis	Dutch	79	r ɛɪ s	rɛɪs
#
1735	*raixōn	*raixōn	Proto-Germanic	476	r ai x oː n	raixoːn
1736	*raixōn	Reh	German	476	r eː	reː
1737	*raixōn	roe	English	476	r əʊ	rəʊ
1738	*raixōn	ree	Dutch	476	r eː	reː
#
1728	*rammaz	*rammaz	Proto-Germanic	474	r a mm	rammaz
1729	*rammaz	Rahmen	German	474	r aː m ə n	raːmən
1730	*rammaz	raam	Dutch	474	r aː m	raːm
#
727	*randiz	*randiz	Proto-Germanic	200	r a n d	randiz
728	*randiz	Rand	German	200	r a n t	rant
729	*randiz	rand	Dutch	200	r ɑ n t	rɑnt
#
558	*rastō	*rastō	Proto-Germanic	153	r a s t oː	rastoː
559	*rastō	Rast	German	153	r a s t	rast
560	*rastō	rest	English	153	r ɛ s t	rɛst
#
1791	*raubō	*raubō	Proto-Germanic	491	r au b oː	rauboː
1792	*raubō	Raub	German	491	r au p	raup
1793	*raubō	roof	Dutch	491	r oː f	roːf
#
705	*raukiz	*raukiz	Proto-Germanic	194	r au k	raukiz
706	*raukiz	Rauch	German	194	r au x	raux
707	*raukiz	reek	English	194	r iː k	riːk
708	*raukiz	rook	Dutch	194	r oː k	roːk
#
287	*rausan	*rausan	Proto-Germanic	80	r au s	rausan
288	*rausan	Rohr	German	80	r oː r	roːr
289	*rausan	roer	Dutch	80	r uː r	ruːr
#
608	*raθan	*raθan	Proto-Germanic	168	r a θ	raθan
609	*raθan	Rad	German	168	r aː t	raːt
610	*raθan	rad	Dutch	168	r ɑ t	rɑt
#
1542	*raθjō	*raθjō	Proto-Germanic	423	r a θ j oː	raθjoː
1543	*raθjō	Rede	German	423	r eː d ə	reːdə
1544	*raθjō	rede	Dutch	423	r eː d ə	reːdə
#
1067	*regnan	*regnan	Proto-Germanic	293	r e g n	regnan
1068	*regnan	Regen	German	293	r eː ɡ ə n	reːɡən
1069	*regnan	rain	English	293	r eɪ n	reɪn
1070	*regnan	regen	Dutch	293	r eː ɣ ə	reːɣə
#
1548	*rendō	*rendō	Proto-Germanic	425	r e n d oː	rendoː
1549	*rendō	Rinde	German	425	r ɪ n d ə	rɪndə
1550	*rendō	rind	English	425	r aɪ n d	raɪnd
#
964	*rennanan	*rennanan	Proto-Germanic	265	r e nn a n	rennanan
965	*rennanan	rinnen	German	265	r ɪ n ə n	rɪnən
966	*rennanan	run	English	265	r ʌ n	rʌn
#
1468	*reukanan	*reukanan	Proto-Germanic	402	r eu k a n	reukanan
1469	*reukanan	riechen	German	402	r iː x ə n	riːxən
1470	*reukanan	ruiken	Dutch	402	r œy k ə	rœykə
#
1495	*reumōn	*reumōn	Proto-Germanic	410	r eu m oː n	reumoːn
1496	*reumōn	Riemen	German	410	r iː m ə n	riːmən
1497	*reumōn	riem	Dutch	410	r iː m	riːm
#
1372	*rextjanan	*rextjanan	Proto-Germanic	376	r e x t j a n	rextjanan
1373	*rextjanan	richten	German	376	r ɪ x t ə n	rɪxtən
1374	*rextjanan	richten	Dutch	376	r ɪ x t ə	rɪxtə
#
1461	*rugiz	*rugiz	Proto-Germanic	400	r u g	rugiz
1462	*rugiz	Roggen	German	400	r ɔ ɡ ə n	rɔɡən
1463	*rugiz	rye	English	400	r aɪ	raɪ
1464	*rugiz	rogge	Dutch	400	r ɔ ɣ ə	rɔɣə
#
1382	*rukkiz	*rukkiz	Proto-Germanic	379	r u kk	rukkiz
1383	*rukkiz	Ruck	German	379	r ʊ k	rʊk
1384	*rukkiz	rock	English	379	r ɔ k	rɔk
1385	*rukkiz	ruk	Dutch	379	r ʉ k	rʉk
#
734	*rustō	*rustō	Proto-Germanic	202	r u s t oː	rustoː
735	*rustō	Rost	German	202	r ɔ s t	rɔst
736	*rustō	rust	English	202	r ʌ s t	rʌst
737	*rustō	roest	Dutch	202	r uː s t	ruːst
#
1805	*rēdan	*rēdan	Proto-Germanic	495	r eː d	reːdan
1806	*rēdan	Rat	German	495	r aː t	raːt
1807	*rēdan	raad	Dutch	495	r aː t	raːt
#
1645	*rēdanan	*rēdanan	Proto-Germanic	452	r eː d a n	reːdanan
1646	*rēdanan	raten	German	452	r aː t ə n	raːtən
1647	*rēdanan	read	English	452	r iː d	riːd
1648	*rēdanan	raden	Dutch	452	r aː d ɛ n	raːdɛn
#
916	*rēmaz	*rēmaz	Proto-Germanic	252	r eː m	reːmaz
917	*rēmaz	Rahm	German	252	r aː m	raːm
918	*rēmaz	room	Dutch	252	r oː m	roːm
#
164	*rīdanan	*rīdanan	Proto-Germanic	47	r iː d a n	riːdanan
165	*rīdanan	reiten	German	47	r ai t ə n	raitən
166	*rīdanan	ride	English	47	r aɪ d	raɪd
167	*rīdanan	rijden	Dutch	47	r ɛɪ d ə	rɛɪdə
#
1094	*rōdō	*rōdō	Proto-Germanic	300	r oː d oː	roːdoː
1095	*rōdō	Rute	German	300	r uː t ə	ruːtə
1096	*rōdō	rood	English	300	r uː d	ruːd
#
1669	*rōθraz	*rōθraz	Proto-Germanic	458	r oː θ r	roːθraz
1670	*rōθraz	Ruder	German	458	r uː d ə r	ruːdər
1671	*rōθraz	rudder	English	458	r ʌ d ə r	rʌdər
1672	*rōθraz	roer	Dutch	458	r uː r	ruːr
#
496	*rūman	*rūman	Proto-Germanic	136	r uː m	ruːman
497	*rūman	Raum	German	136	r au m	raum
498	*rūman	room	English	136	r uː m	ruːm
499	*rūman	ruim	Dutch	136	r œy m	rœym
#
1487	*sai	*sai	Proto-Germanic	408	s ai	sai
1488	*sai	See	German	408	z eː	zeː
1489	*sai	sea	English	408	s iː	siː
1490	*sai	zee	Dutch	408	z eː	zeː
#
1896	*sailō	*sailō	Proto-Germanic	520	s ai l oː	sailoː
1897	*sailō	Seil	German	520	z ai l	zail
1898	*sailō	zeel	Dutch	520	z eː l	zeːl
#
1322	*saiwalō	*saiwalō	Proto-Germanic	363	s ai w a l oː	saiwaloː
1323	*saiwalō	Seele	German	363	z eː l ə	zeːlə
1324	*saiwalō	soul	English	363	s əʊ l	səʊl
1325	*saiwalō	ziel	Dutch	363	z iː l	ziːl
#
135	*sakō	*sakō	Proto-Germanic	38	s a k oː	sakoː
136	*sakō	Sache	German	38	z a x ə	zaxə
137	*sakō	sake	English	38	s ɑː k ɪ	sɑːkɪ
138	*sakō	zaak	Dutch	38	z aː k	zaːk
#
331	*salbō	*salbō	Proto-Germanic	92	s a l b oː	salboː
332	*salbō	Salbe	German	92	z a l b ə	zalbə
333	*salbō	salve	English	92	s æ l v	sælv
334	*salbō	zalf	Dutch	92	z ɑ l f	zɑlf
#
1535	*saliz	*saliz	Proto-Germanic	421	s a l	saliz
1536	*saliz	Saal	German	421	z aː l	zaːl
1537	*saliz	zaal	Dutch	421	z aː l	zaːl
#
1212	*saltan	*saltan	Proto-Germanic	333	s a l t	saltan
1213	*saltan	Salz	German	333	z a l t͡s	zalt͡s
1214	*saltan	salt	English	333	s ɔː l t	sɔːlt
1215	*saltan	zout	Dutch	333	z ɑu t	zɑut
#
1378	*sandjanan	*sandjanan	Proto-Germanic	378	s a n d j a n	sandjanan
1379	*sandjanan	senden	German	378	z ɛ n d ə n	zɛndən
1380	*sandjanan	send	English	378	s ɛ n d	sɛnd
1381	*sandjanan	zenden	Dutch	378	z ɛ n d ə	zɛndə
#
1606	*sangjanan	*sangjanan	Proto-Germanic	441	s a n g j a n	sangjanan
1607	*sangjanan	sengen	German	441	z ɛ ŋ ə n	zɛŋən
1608	*sangjanan	singe	English	441	s ɪ n ʤ	sɪnʤ
1609	*sangjanan	zengen	Dutch	441	z ɛ ŋ ə	zɛŋə
#
974	*sapōn	*sapōn	Proto-Germanic	268	s a p oː n	sapoːn
975	*sapōn	Saft	German	268	z a f t	zaft
976	*sapōn	sap	English	268	s æ p	sæp
977	*sapōn	sap	Dutch	268	s ɑ p	sɑp
#
1816	*satjanan	*satjanan	Proto-Germanic	498	s a t j a n	satjanan
1817	*satjanan	setzen	German	498	z ɛ t͡s ə n	zɛt͡sən
1818	*satjanan	set	English	498	s ɛ t	sɛt
1819	*satjanan	zetten	Dutch	498	z ɛ t ə	zɛtə
#
511	*saumaz	*saumaz	Proto-Germanic	140	s au m	saumaz
512	*saumaz	Saum	German	140	z au m	zaum
513	*saumaz	seam	English	140	s iː m	siːm
514	*saumaz	zoom	Dutch	140	z oː m	zoːm
#
174	*sebun	*sebun	Proto-Germanic	50	s e b u n	sebun
175	*sebun	sieben	German	50	z iː b ə n	ziːbən
176	*sebun	seven	English	50	s ɛ v ṇ	sɛvṇ
177	*sebun	zeven	Dutch	50	z eː v ə	zeːvə
#
1111	*seduz	*seduz	Proto-Germanic	305	s e d	seduz
1112	*seduz	Sitte	German	305	z ɪ t ə	zɪtə
1113	*seduz	zede	Dutch	305	z eː d ə	zeːdə
#
724	*segez	*segez	Proto-Germanic	199	s e g e z	segez
725	*segez	Sieg	German	199	z iː k	ziːk
726	*segez	zege	Dutch	199	z eː ɣ ə	zeːɣə
#
938	*seglan	*seglan	Proto-Germanic	258	s e g l	seglan
939	*seglan	Segel	German	258	z eː ɡ ə l	zeːɡəl
940	*seglan	sail	English	258	s eɪ l	seɪl
941	*seglan	zeil	Dutch	258	z ɛɪ l	zɛɪl
#
1566	*sengwanan	*sengwanan	Proto-Germanic	430	s e n g w a n	sengwanan
1567	*sengwanan	singen	German	430	z ɪ ŋ ə n	zɪŋən
1568	*sengwanan	sing	English	430	s ɪ ŋ	sɪŋ
1569	*sengwanan	zingen	Dutch	430	z ɪ ŋ ə	zɪŋə
#
1188	*setjanan	*setjanan	Proto-Germanic	326	s e t j a n	setjanan
1189	*setjanan	sitzen	German	326	z ɪ t͡s ə n	zɪt͡sən
1190	*setjanan	sit	English	326	s ɪ t	sɪt
1191	*setjanan	zitten	Dutch	326	z ɪ t ə	zɪtə
#
1159	*sexs	*sexs	Proto-Germanic	318	s e x s	sexs
1160	*sexs	sechs	German	318	z ɛ k s	zɛks
1161	*sexs	six	English	318	s ɪ k s	sɪks
1162	*sexs	zes	Dutch	318	z ɛ s	zɛs
#
1747	*sibaz	*sibaz	Proto-Germanic	479	s i b	sibaz
1748	*sibaz	Sieb	German	479	z iː p	ziːp
1749	*sibaz	sieve	English	479	s ɪ v	sɪv
1750	*sibaz	zeef	Dutch	479	z eː f	zeːf
#
1858	*skaftan	*skaftan	Proto-Germanic	510	s k a f t	skaftan
1859	*skaftan	Schaft	German	510	ʃ a f t	ʃaft
1860	*skaftan	shaft	English	510	ʃ ɑː f t	ʃɑːft
1861	*skaftan	schacht	Dutch	510	s x ɑ x t	sxɑxt
#
1114	*skaiθiz	*skaiθiz	Proto-Germanic	306	s k ai θ	skaiθiz
1115	*skaiθiz	Scheide	German	306	ʃ ai d ə	ʃaidə
1116	*skaiθiz	sheath	English	306	ʃ iː θ	ʃiːθ
1117	*skaiθiz	schede	Dutch	306	s x eː d ə	sxeːdə
#
278	*skalkaz	*skalkaz	Proto-Germanic	77	s k a l k	skalkaz
279	*skalkaz	Schalk	German	77	ʃ a l k	ʃalk
280	*skalkaz	schalk	Dutch	77	s x ɑ l k	sxɑlk
#
1079	*skamō	*skamō	Proto-Germanic	296	s k a m oː	skamoː
1080	*skamō	Scham	German	296	ʃ aː m	ʃaːm
1081	*skamō	shame	English	296	ʃ eɪ m	ʃeɪm
#
1603	*skandō	*skandō	Proto-Germanic	440	s k a n d oː	skandoː
1604	*skandō	Schande	German	440	ʃ a n d ə	ʃandə
1605	*skandō	schande	Dutch	440	s x ɑ n d ə	sxɑndə
#
1717	*skankjanan	*skankjanan	Proto-Germanic	471	s k a n k j a n	skankjanan
1718	*skankjanan	schenken	German	471	ʃ ɛ ŋ k ə n	ʃɛŋkən
1719	*skankjanan	schenken	Dutch	471	s x ɛ ŋ k ə	sxɛŋkə
#
946	*skattaz	*skattaz	Proto-Germanic	260	s k a tt	skattaz
947	*skattaz	Schatz	German	260	ʃ a t͡s	ʃat͡s
948	*skattaz	schat	Dutch	260	s x ɑ t	sxɑt
#
1284	*skawōjanan	*skawōjanan	Proto-Germanic	353	s k a w oː j a n	skawoːjanan
1285	*skawōjanan	schauen	German	353	ʃ auə n	ʃauən
1286	*skawōjanan	show	English	353	ʃ əʊ	ʃəʊ
1287	*skawōjanan	schouwen	Dutch	353	s x ɑu ʋ ə	sxɑuʋə
#
307	*skelduz	*skelduz	Proto-Germanic	86	s k e l d	skelduz
308	*skelduz	Schild	German	86	ʃ ɪ l t	ʃɪlt
309	*skelduz	shield	English	86	ʃ iː l d	ʃiːld
310	*skelduz	schild	Dutch	86	s x ɪ l t	sxɪlt
#
961	*skellin)az	*skellin)az	Proto-Germanic	264	s k e ll i n	skellinaz
962	*skellin)az	Schilling	German	264	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ
963	*skellin)az	shilling	English	264	ʃ ɪ l ɪ ŋ	ʃɪlɪŋ
#
1424	*skeranan	*skeranan	Proto-Germanic	390	s k e r a n	skeranan
1425	*skeranan	scheren	German	390	ʃ eː r ə n	ʃeːrən
1426	*skeranan	shear	English	390	ʃ ɪə r	ʃɪər
1427	*skeranan	scheren	Dutch	390	s x eː r ə	sxeːrə
#
1439	*skeubanan	*skeubanan	Proto-Germanic	394	s k eu b a n	skeubanan
1440	*skeubanan	schieben	German	394	ʃ iː b ə n	ʃiːbən
1441	*skeubanan	shove	English	394	ʃ ʌ v	ʃʌv
1442	*skeubanan	schuiven	Dutch	394	s x œy v ə	sxœyvə
#
58	*skuldiz	*skuldiz	Proto-Germanic	17	s k u l d	skuldiz
59	*skuldiz	Schuld	German	17	ʃ ʊ l t	ʃʊlt
60	*skuldiz	schuld	Dutch	17	s x ʉ l t	sxʉlt
#
588	*skuldrō	*skuldrō	Proto-Germanic	162	s k u l d r oː	skuldroː
589	*skuldrō	Schulter	German	162	ʃ ʊ l t ə r	ʃʊltər
590	*skuldrō	shoulder	English	162	ʃ əʊ l d ə r	ʃəʊldər
591	*skuldrō	schouder	Dutch	162	s x ɑu d ə r	sxɑudər
#
1877	*skullōn	*skullōn	Proto-Germanic	515	s k u ll oː n	skulloːn
1878	*skullōn	Scholle	German	515	ʃ ɔ l ə	ʃɔlə
1879	*skullōn	schol	Dutch	515	s x ɔ l	sxɔl
#
551	*skuman	*skuman	Proto-Germanic	151	s k u m	skuman
552	*skuman	Schaum	German	151	ʃ au m	ʃaum
553	*skuman	schuim	Dutch	151	s x œy m	sxœym
#
94	*skēlō	*skēlō	Proto-Germanic	27	s k eː l oː	skeːloː
95	*skēlō	Schale	German	27	ʃ aː l ə	ʃaːlə
96	*skēlō	schaal	Dutch	27	s x aː l	sxaːl
#
1368	*skēpan	*skēpan	Proto-Germanic	375	s k eː p	skeːpan
1369	*skēpan	Schaf	German	375	ʃ aː f	ʃaːf
1370	*skēpan	sheep	English	375	ʃ iː p	ʃiːp
1371	*skēpan	schaap	Dutch	375	s x aː p	sxaːp
#
1219	*skībōn	*skībōn	Proto-Germanic	335	s k iː b oː n	skiːboːn
1220	*skībōn	Scheibe	German	335	ʃ ai b ə	ʃaibə
1221	*skībōn	schijf	Dutch	335	s x ɛɪ f	sxɛɪf
#
1398	*skīnanan	*skīnanan	Proto-Germanic	383	s k iː n a n	skiːnanan
1399	*skīnanan	scheinen	German	383	ʃ ai n ə n	ʃainən
1400	*skīnanan	shine	English	383	ʃ aɪ n	ʃaɪn
1401	*skīnanan	schijnen	Dutch	383	s x ɛɪ n ə	sxɛɪnə
#
720	*skūflō	*skūflō	Proto-Germanic	198	s k uː f l oː	skuːfloː
721	*skūflō	Schaufel	German	198	ʃ au f ə l	ʃaufəl
722	*skūflō	shovel	English	198	ʃ ʌ v ḷ	ʃʌvḷ
723	*skūflō	schoffel	Dutch	198	s x ɔ f ə l	sxɔfəl
#
1192	*skūrō	*skūrō	Proto-Germanic	327	s k uː r oː	skuːroː
1193	*skūrō	Schauer	German	327	ʃ auə r	ʃauər
1194	*skūrō	shower	English	327	ʃ aʊə r	ʃaʊər
#
1143	*slaxanan	*slaxanan	Proto-Germanic	314	s l a x a n	slaxanan
1144	*slaxanan	schlagen	German	314	ʃ l aː ɡ ə n	ʃlaːɡən
1145	*slaxanan	slay	English	314	s l eɪ	sleɪ
1146	*slaxanan	slaan	Dutch	314	s l aː n	slaːn
#
1665	*slēpanan	*slēpanan	Proto-Germanic	457	s l eː p a n	sleːpanan
1666	*slēpanan	schlafen	German	457	ʃ l aː f ə n	ʃlaːfən
1667	*slēpanan	sleep	English	457	s l iː p	sliːp
1668	*slēpanan	slapen	Dutch	457	s l aː p ə	slaːpə
#
1909	*slīman	*slīman	Proto-Germanic	524	s l iː m	sliːman
1910	*slīman	Schleim	German	524	ʃ l ai m	ʃlaim
1911	*slīman	slime	English	524	s l aɪ m	slaɪm
1912	*slīman	slijm	Dutch	524	s l ɛɪ m	slɛɪm
#
1600	*slīpanan	*slīpanan	Proto-Germanic	439	s l iː p a n	sliːpanan
1601	*slīpanan	schleifen	German	439	ʃ l ai f ə n	ʃlaifən
1602	*slīpanan	slijpen	Dutch	439	s l ɛɪ p ə	slɛɪpə
#
1812	*smerwjanan	*smerwjanan	Proto-Germanic	497	s m e r w j a n	smerwjanan
1813	*smerwjanan	schmieren	German	497	ʃ m iː r ə n	ʃmiːrən
1814	*smerwjanan	smear	English	497	s m ɪə r	smɪər
1815	*smerwjanan	smeren	Dutch	497	s m eː r ə	smeːrə
#
1056	*snaigwaz	*snaigwaz	Proto-Germanic	290	s n ai g w	snaigwaz
1057	*snaigwaz	Schnee	German	290	ʃ n eː	ʃneː
1058	*snaigwaz	snow	English	290	s n əʊ	snəʊ
1059	*snaigwaz	sneeuw	Dutch	290	s n eː ʋ	sneːʋ
#
1206	*snīθanan	*snīθanan	Proto-Germanic	331	s n iː θ a n	sniːθanan
1207	*snīθanan	schneiden	German	331	ʃ n ai d ə n	ʃnaidən
1208	*snīθanan	snijden	Dutch	331	s n ɛɪ d ə	snɛɪdə
#
1777	*snōrō	*snōrō	Proto-Germanic	487	s n oː r oː	snoːroː
1778	*snōrō	Schnur	German	487	ʃ n uː r	ʃnuːr
1779	*snōrō	snoer	Dutch	487	s n uː r	snuːr
#
1922	*spaldanan	*spaldanan	Proto-Germanic	528	s p a l d a n	spaldanan
1923	*spaldanan	spalten	German	528	ʃ p a l t ə n	ʃpaltən
1924	*spaldanan	spouwen	Dutch	528	s p ɑu ʋ ə	spɑuʋə
#
522	*spangō	*spangō	Proto-Germanic	143	s p a n g oː	spangoː
523	*spangō	Spange	German	143	ʃ p a ŋ ə	ʃpaŋə
524	*spangō	spang	Dutch	143	s p ɑ ŋ	spɑŋ
#
1356	*spannanan	*spannanan	Proto-Germanic	372	s p a nn a n	spannanan
1357	*spannanan	spannen	German	372	ʃ p a n ə n	ʃpanən
1358	*spannanan	span	English	372	s p æ n	spæn
1359	*spannanan	spannen	Dutch	372	s p ɑ n ə	spɑnə
#
568	*spannō	*spannō	Proto-Germanic	156	s p a nn oː	spannoː
569	*spannō	Spanne	German	156	ʃ p a n ə	ʃpanə
570	*spannō	span	English	156	s p æ n	spæn
#
1229	*sparrōn	*sparrōn	Proto-Germanic	338	s p a rr oː n	sparroːn
1230	*sparrōn	Sparren	German	338	ʃ p a r ə n	ʃparən
1231	*sparrōn	spar	English	338	s p ɑː r	spɑːr
1232	*sparrōn	spar	Dutch	338	s p ɑ r	spɑr
#
832	*sparēnan	*sparēnan	Proto-Germanic	229	s p a r eː n	spareːnan
833	*sparēnan	sparen	German	229	ʃ p aː r ə n	ʃpaːrən
834	*sparēnan	spare	English	229	s p ɛə r	spɛər
835	*sparēnan	sparen	Dutch	229	s p aː r ə	spaːrə
#
300	*spennanan	*spennanan	Proto-Germanic	84	s p e nn a n	spennanan
301	*spennanan	spinnen	German	84	ʃ p ɪ n ə n	ʃpɪnən
302	*spennanan	spin	English	84	s p ɪ n	spɪn
303	*spennanan	spinnen	Dutch	84	s p ɪ n ə	spɪnə
#
178	*spennilō	*spennilō	Proto-Germanic	51	s p e nn i l oː	spenniloː
179	*spennilō	Spindel	German	51	ʃ p ɪ n d ə l	ʃpɪndəl
180	*spennilō	spindle	English	51	s p ɪ n d ḷ	spɪndḷ
181	*spennilō	spil	Dutch	51	s p ɪ l	spɪl
#
364	*speru	*speru	Proto-Germanic	101	s p e r u	speru
365	*speru	Speer	German	101	ʃ p eː r	ʃpeːr
366	*speru	spear	English	101	s p ɪə r	spɪər
367	*speru	speer	Dutch	101	s p eː r	speːr
#
1023	*spikan	*spikan	Proto-Germanic	281	s p i k	spikan
1024	*spikan	Speck	German	281	ʃ p ɛ k	ʃpɛk
1025	*spikan	spek	Dutch	281	s p ɛ k	spɛk
#
1706	*spixtaz	*spixtaz	Proto-Germanic	468	s p i x t	spixtaz
1707	*spixtaz	Specht	German	468	ʃ p ɛ x t	ʃpɛxt
1708	*spixtaz	specht	Dutch	468	s p ɛ x t	spɛxt
#
1501	*spraidjanan	*spraidjanan	Proto-Germanic	412	s p r ai d j a n	spraidjanan
1502	*spraidjanan	spreiten	German	412	ʃ p r ai t ə n	ʃpraitən
1503	*spraidjanan	spread	English	412	s p r ɛ d	sprɛd
1504	*spraidjanan	spreiden	Dutch	412	s p r ɛɪ d ə	sprɛɪdə
#
1474	*sprutōn	*sprutōn	Proto-Germanic	404	s p r u t oː n	sprutoːn
1475	*sprutōn	Sprosse	German	404	ʃ p r ɔ s ə	ʃprɔsə
1476	*sprutōn	sport	Dutch	404	s p ɔ r t	spɔrt
#
68	*spuran	*spuran	Proto-Germanic	20	s p u r	spuran
69	*spuran	Sporn	German	20	ʃ p ɔ r n	ʃpɔrn
70	*spuran	spur	English	20	s p ɜː r	spɜːr
71	*spuran	spoor	Dutch	20	s p oː r	spoːr
#
414	*spēnuz	*spēnuz	Proto-Germanic	114	s p eː n	speːnuz
415	*spēnuz	Span	German	114	ʃ p aː n	ʃpaːn
416	*spēnuz	spoon	English	114	s p uː n	spuːn
417	*spēnuz	spaan	Dutch	114	s p aː n	spaːn
#
1402	*stabiz	*stabiz	Proto-Germanic	384	s t a b	stabiz
1403	*stabiz	Stab	German	384	ʃ t aː p	ʃtaːp
1404	*stabiz	staff	English	384	s t ɑː f	stɑːf
1405	*stabiz	staf	Dutch	384	s t ɑ f	stɑf
#
1413	*stainaz	*stainaz	Proto-Germanic	387	s t ai n	stainaz
1414	*stainaz	Stein	German	387	ʃ t ai n	ʃtain
1415	*stainaz	stone	English	387	s t əʊ n	stəʊn
1416	*stainaz	steen	Dutch	387	s t eː n	steːn
#
843	*stallaz	*stallaz	Proto-Germanic	232	s t a ll	stallaz
844	*stallaz	Stall	German	232	ʃ t a l	ʃtal
845	*stallaz	stal	Dutch	232	s t ɑ l	stɑl
#
1624	*stamnaz	*stamnaz	Proto-Germanic	446	s t a m n	stamnaz
1625	*stamnaz	Stamm	German	446	ʃ t a m	ʃtam
1626	*stamnaz	stem	English	446	s t ɛ m	stɛm
1627	*stamnaz	stam	Dutch	446	s t ɑ m	stɑm
#
738	*stangō	*stangō	Proto-Germanic	203	s t a n g oː	stangoː
739	*stangō	Stange	German	203	ʃ t a ŋ ə	ʃtaŋə
740	*stangō	stang	Dutch	203	s t ɑ ŋ	stɑŋ
#
825	*stebnō	*stebnō	Proto-Germanic	227	s t e b n oː	stebnoː
826	*stebnō	Stimme	German	227	ʃ t ɪ m ə	ʃtɪmə
827	*stebnō	stem	Dutch	227	s t ɛ m	stɛm
#
1167	*stekanan	*stekanan	Proto-Germanic	320	s t e k a n	stekanan
1168	*stekanan	stechen	German	320	ʃ t ɛ x ə n	ʃtɛxən
1169	*stekanan	steken	Dutch	320	s t eː k ə	steːkə
#
457	*stelanan	*stelanan	Proto-Germanic	126	s t e l a n	stelanan
458	*stelanan	stehlen	German	126	ʃ t eː l ə n	ʃteːlən
459	*stelanan	steal	English	126	s t iː l	stiːl
460	*stelanan	stelen	Dutch	126	s t eː l ə	steːlə
#
1394	*stelljanan	*stelljanan	Proto-Germanic	382	s t e ll j a n	stelljanan
1395	*stelljanan	stillen	German	382	ʃ t ɪ l ə n	ʃtɪlən
1396	*stelljanan	still	English	382	s t ɪ l	stɪl
1397	*stelljanan	stillen	Dutch	382	s t ɪ l ə	stɪlə
#
446	*steltjōn	*steltjōn	Proto-Germanic	123	s t e l t j oː n	steltjoːn
447	*steltjōn	Stelze	German	123	ʃ t ɛ l t͡s ə	ʃtɛlt͡sə
448	*steltjōn	stilt	English	123	s t ɪ l t	stɪlt
449	*steltjōn	stelt	Dutch	123	s t ɛ l t	stɛlt
#
319	*sterbanan	*sterbanan	Proto-Germanic	89	s t e r b a n	sterbanan
320	*sterbanan	sterben	German	89	ʃ t ɛ r b ə n	ʃtɛrbən
321	*sterbanan	starve	English	89	s t ɑː v	stɑːv
322	*sterbanan	sterven	Dutch	89	s t ɛ r v ə	stɛrvə
#
27	*stertaz	*stertaz	Proto-Germanic	8	s t e r t	stertaz
28	*stertaz	Sterz	German	8	ʃ t ɛ r t͡s	ʃtɛrt͡s
29	*stertaz	start	English	8	s t ɑː t	stɑːt
30	*stertaz	staart	Dutch	8	s t aː r t	staːrt
#
270	*steuran	*steuran	Proto-Germanic	75	s t eu r	steuran
271	*steuran	Steuer	German	75	ʃ t ɔyə r	ʃtɔyər
272	*steuran	to	English	75	t uː	tuː
273	*steuran	stuur	Dutch	75	s t yː r	styːr
#
730	*strakkjanan	*strakkjanan	Proto-Germanic	201	s t r a kk j a n	strakkjanan
731	*strakkjanan	strecken	German	201	ʃ t r ɛ k ə n	ʃtrɛkən
